"Location","Sample","antigen","value","metric","group","samp","conc","ctrl_group","conc_label","which","dups"
"29(1,B5)","Unknown13","Inaba OSP",36.21465,"Median","Samples","HlyE mAb0.78125 ng.mL",0.78125,"HlyE mAb","0.78125 ng.mL","icddrb_14.09.24","HlyE mAb_0.78125_Inaba OSP_icddrb_14.09.24"
"30(1,B6)","Unknown13","Inaba OSP",32.05264,"Median","Samples","HlyE mAb0.78125 ng.mL",0.78125,"HlyE mAb","0.78125 ng.mL","icddrb_14.09.24","HlyE mAb_0.78125_Inaba OSP_icddrb_14.09.24"
"31(1,B7)","Unknown14","Inaba OSP",30.34101,"Median","Samples","HlyE mAb0.1953125 ng.mL",0.1953125,"HlyE mAb","0.1953125 ng.mL","icddrb_14.09.24","HlyE mAb_0.1953125_Inaba OSP_icddrb_14.09.24"
"32(1,B8)","Unknown14","Inaba OSP",29.5707,"Median","Samples","HlyE mAb0.1953125 ng.mL",0.1953125,"HlyE mAb","0.1953125 ng.mL","icddrb_14.09.24","HlyE mAb_0.1953125_Inaba OSP_icddrb_14.09.24"
"33(1,B9)","Unknown15","Inaba OSP",36.40059,"Median","Samples","HlyE mAb0.048828125 ng.mL",0.048828125,"HlyE mAb","0.048828125 ng.mL","icddrb_14.09.24","HlyE mAb_0.048828125_Inaba OSP_icddrb_14.09.24"
"34(1,B10)","Unknown15","Inaba OSP",28.53975,"Median","Samples","HlyE mAb0.048828125 ng.mL",0.048828125,"HlyE mAb","0.048828125 ng.mL","icddrb_14.09.24","HlyE mAb_0.048828125_Inaba OSP_icddrb_14.09.24"
"35(1,B11)","Unknown16","Inaba OSP",25.99141,"Median","Samples","HlyE mAb0.012207031 ng.mL",0.012207031,"HlyE mAb","0.012207031 ng.mL","icddrb_14.09.24","HlyE mAb_0.012207031_Inaba OSP_icddrb_14.09.24"
"36(1,B12)","Unknown16","Inaba OSP",27.52539,"Median","Samples","HlyE mAb0.012207031 ng.mL",0.012207031,"HlyE mAb","0.012207031 ng.mL","icddrb_14.09.24","HlyE mAb_0.012207031_Inaba OSP_icddrb_14.09.24"
"37(1,B13)","Unknown17","Inaba OSP",31.90156,"Median","Samples","HlyE mAb0.003051758 ng.mL",0.003051758,"HlyE mAb","0.003051758 ng.mL","icddrb_14.09.24","HlyE mAb_0.003051758_Inaba OSP_icddrb_14.09.24"
"38(1,B14)","Unknown17","Inaba OSP",35.0293,"Median","Samples","HlyE mAb0.003051758 ng.mL",0.003051758,"HlyE mAb","0.003051758 ng.mL","icddrb_14.09.24","HlyE mAb_0.003051758_Inaba OSP_icddrb_14.09.24"
"39(1,B15)","Unknown18","Inaba OSP",24627.04492,"Median","Samples","MGH VC pool1:100",0.01,"MGH VC pool","0.111111111","icddrb_14.09.24","MGH VC pool_0.01_Inaba OSP_icddrb_14.09.24"
"40(1,B16)","Unknown18","Inaba OSP",22754.67188,"Median","Samples","MGH VC pool1:100",0.01,"MGH VC pool","0.111111111","icddrb_14.09.24","MGH VC pool_0.01_Inaba OSP_icddrb_14.09.24"
"41(1,B17)","Unknown19","Inaba OSP",9470.11914,"Median","Samples","MGH VC pool1:400",0.0025,"MGH VC pool","0.319444444","icddrb_14.09.24","MGH VC pool_0.0025_Inaba OSP_icddrb_14.09.24"
"42(1,B18)","Unknown19","Inaba OSP",10997.55566,"Median","Samples","MGH VC pool1:400",0.0025,"MGH VC pool","0.319444444","icddrb_14.09.24","MGH VC pool_0.0025_Inaba OSP_icddrb_14.09.24"
"43(1,B19)","Unknown20","Inaba OSP",3119.60303,"Median","Samples","MGH VC pool1:1600",0.000625,"MGH VC pool","1.152777778","icddrb_14.09.24","MGH VC pool_0.000625_Inaba OSP_icddrb_14.09.24"
"44(1,B20)","Unknown20","Inaba OSP",3439.79883,"Median","Samples","MGH VC pool1:1600",0.000625,"MGH VC pool","1.152777778","icddrb_14.09.24","MGH VC pool_0.000625_Inaba OSP_icddrb_14.09.24"
"45(1,B21)","Unknown21","Inaba OSP",750.62469,"Median","Samples","MGH VC pool1:6400",0.00015625,"MGH VC pool","1:64000","icddrb_14.09.24","MGH VC pool_0.00015625_Inaba OSP_icddrb_14.09.24"
"46(1,B22)","Unknown21","Inaba OSP",749.45929,"Median","Samples","MGH VC pool1:6400",0.00015625,"MGH VC pool","1:64000","icddrb_14.09.24","MGH VC pool_0.00015625_Inaba OSP_icddrb_14.09.24"
"47(1,B23)","Unknown22","Inaba OSP",156.45312,"Median","Samples","MGH VC pool1:25600",3.90625e-05,"MGH VC pool","1:256000","icddrb_14.09.24","MGH VC pool_3.90625e-05_Inaba OSP_icddrb_14.09.24"
"48(1,B24)","Unknown22","Inaba OSP",181.88008,"Median","Samples","MGH VC pool1:25600",3.90625e-05,"MGH VC pool","1:256000","icddrb_14.09.24","MGH VC pool_3.90625e-05_Inaba OSP_icddrb_14.09.24"
"49(1,C1)","Unknown23","Inaba OSP",45.05,"Median","Samples","MGH VC pool1:102400",9.765625e-06,"MGH VC pool","1:1024000","icddrb_14.09.24","MGH VC pool_9.765625e-06_Inaba OSP_icddrb_14.09.24"
"50(1,C2)","Unknown23","Inaba OSP",48.80195,"Median","Samples","MGH VC pool1:102400",9.765625e-06,"MGH VC pool","1:1024000","icddrb_14.09.24","MGH VC pool_9.765625e-06_Inaba OSP_icddrb_14.09.24"
"51(1,C3)","Unknown24","Inaba OSP",37.33691,"Median","Samples","MGH VC pool1:409600",2.44140625e-06,"MGH VC pool","1:4096000","icddrb_14.09.24","MGH VC pool_2.44140625e-06_Inaba OSP_icddrb_14.09.24"
"52(1,C4)","Unknown24","Inaba OSP",35.20195,"Median","Samples","MGH VC pool1:409600",2.44140625e-06,"MGH VC pool","1:4096000","icddrb_14.09.24","MGH VC pool_2.44140625e-06_Inaba OSP_icddrb_14.09.24"
"53(1,C5)","Unknown25","Inaba OSP",31.42676,"Median","Samples","MGH VC pool1:1638400",6.103515625e-07,"MGH VC pool","1:16384000","icddrb_14.09.24","MGH VC pool_6.103515625e-07_Inaba OSP_icddrb_14.09.24"
"54(1,C6)","Unknown25","Inaba OSP",28.16289,"Median","Samples","MGH VC pool1:1638400",6.103515625e-07,"MGH VC pool","1:16384000","icddrb_14.09.24","MGH VC pool_6.103515625e-07_Inaba OSP_icddrb_14.09.24"
"55(1,C7)","Unknown26","Inaba OSP",93.02686,"Median","Samples","MGH Typhi HL1:1000",0.001,"MGH Typhi HL","0.736111111","icddrb_14.09.24","MGH Typhi HL_0.001_Inaba OSP_icddrb_14.09.24"
"56(1,C8)","Unknown26","Inaba OSP",87.38399,"Median","Samples","MGH Typhi HL1:1000",0.001,"MGH Typhi HL","0.736111111","icddrb_14.09.24","MGH Typhi HL_0.001_Inaba OSP_icddrb_14.09.24"
"57(1,C9)","Unknown27","Inaba OSP",40.44805,"Median","Samples","MGH Typhi HL1:4000",0.00025,"MGH Typhi HL","2.819444444","icddrb_14.09.24","MGH Typhi HL_0.00025_Inaba OSP_icddrb_14.09.24"
"58(1,C10)","Unknown27","Inaba OSP",42.3207,"Median","Samples","MGH Typhi HL1:4000",0.00025,"MGH Typhi HL","2.819444444","icddrb_14.09.24","MGH Typhi HL_0.00025_Inaba OSP_icddrb_14.09.24"
"59(1,C11)","Unknown28","Inaba OSP",39.24941,"Median","Samples","MGH Typhi HL1:16000",6.25e-05,"MGH Typhi HL","1:16000","icddrb_14.09.24","MGH Typhi HL_6.25e-05_Inaba OSP_icddrb_14.09.24"
"60(1,C12)","Unknown28","Inaba OSP",41.35449,"Median","Samples","MGH Typhi HL1:16000",6.25e-05,"MGH Typhi HL","1:16000","icddrb_14.09.24","MGH Typhi HL_6.25e-05_Inaba OSP_icddrb_14.09.24"
"61(1,C13)","Unknown29","Inaba OSP",34764.29297,"Median","Samples","MGH Cholera HL1:1000",0.001,"MGH Cholera HL","0.736111111","icddrb_14.09.24","MGH Cholera HL_0.001_Inaba OSP_icddrb_14.09.24"
"62(1,C14)","Unknown29","Inaba OSP",33235.76172,"Median","Samples","MGH Cholera HL1:1000",0.001,"MGH Cholera HL","0.736111111","icddrb_14.09.24","MGH Cholera HL_0.001_Inaba OSP_icddrb_14.09.24"
"63(1,C15)","Unknown30","Inaba OSP",8609.11719,"Median","Samples","MGH Cholera HL1:4000",0.00025,"MGH Cholera HL","2.819444444","icddrb_14.09.24","MGH Cholera HL_0.00025_Inaba OSP_icddrb_14.09.24"
"64(1,C16)","Unknown30","Inaba OSP",8176.10352,"Median","Samples","MGH Cholera HL1:4000",0.00025,"MGH Cholera HL","2.819444444","icddrb_14.09.24","MGH Cholera HL_0.00025_Inaba OSP_icddrb_14.09.24"
"65(1,C17)","Unknown31","Inaba OSP",2105.71411,"Median","Samples","MGH Cholera HL1:16000",6.25e-05,"MGH Cholera HL","1:16000","icddrb_14.09.24","MGH Cholera HL_6.25e-05_Inaba OSP_icddrb_14.09.24"
"66(1,C18)","Unknown31","Inaba OSP",2547.38037,"Median","Samples","MGH Cholera HL1:16000",6.25e-05,"MGH Cholera HL","1:16000","icddrb_14.09.24","MGH Cholera HL_6.25e-05_Inaba OSP_icddrb_14.09.24"
"67(1,C19)","Unknown32","Inaba OSP",237.32597,"Median","Samples","MGH Shigella HL1:1000",0.001,"MGH Shigella HL","0.736111111","icddrb_14.09.24","MGH Shigella HL_0.001_Inaba OSP_icddrb_14.09.24"
"68(1,C20)","Unknown32","Inaba OSP",61.86406,"Median","Samples","MGH Shigella HL1:1000",0.001,"MGH Shigella HL","0.736111111","icddrb_14.09.24","MGH Shigella HL_0.001_Inaba OSP_icddrb_14.09.24"
